"C_U_21_components"
"Iteration" "df-body etc.."
("Iteration" "df-body" "df-diffuser" "df-front_wheel" "df-front_wing" "df-nose" "df-rear_wheel" "df-rear_wing" "df-sidepod" "df-suspension" "drag-body" "drag-diffuser" "drag-front_wheel" "drag-front_wing" "drag-nose" "drag-rear_wheel" "drag-rear_wing" "drag-sidepod" "drag-suspension" "df-fw-1" "df-fw-2" "df-fw-3" "df-fw-4" "df-fw-e" "df-s-wlot" "df-s-1" "df-s-2" "df-s-e" "df-rw-1" "df-rw-2" "df-rw-3" "df-rw-4" "df-rw-e" "drag-fw-1" "drag-fw-2" "drag-fw-3" "drag-fw-4" "drag-fw-e" "drag-s-wlot" "drag-s-1" "drag-s-2" "drag-s-e" "drag-rw-1" "drag-rw-2" "drag-rw-3" "drag-rw-4" "drag-rw-e")
553 1.914813 46.50577 -1.323885 90.08372 -3.413283 -1.727048 89.14912 50.01627 -0.6635327 18.38235 5.078032 4.755434 10.39734 3.534467 2.16315 35.03755 8.876528 2.998742 51.39633 25.29466 7.715545 2.751602 2.92556 -6.191485 34.35658 1.75737 20.75737 58.33048 25.89335 4.017484 3.451432 -2.543528 -1.861091 5.090752 3.836798 2.213236 1.117646 -5.428155 6.271827 0.9993175 4.034792 4.023932 19.92748 8.560792 1.962982 0.5623899
554 1.914037 46.50455 -1.323701 90.08454 -3.413087 -1.726933 89.15221 50.01524 -0.6635925 18.38224 5.078019 4.755325 10.39735 3.534446 2.163028 35.03658 8.877053 2.998883 51.39672 25.29473 7.715473 2.751503 2.926083 -6.191588 34.35606 1.757176 20.7572 58.33362 25.89307 4.017062 3.452979 -2.544417 -1.861115 5.090808 3.836763 2.213174 1.117721 -5.427776 6.271849 0.9992168 4.034877 4.02379 19.92714 8.560085 1.963369 0.5622288
555 1.913257 46.5034 -1.323515 90.08523 -3.41289 -1.726844 89.15482 50.01437 -0.6636423 18.38183 5.078025 4.755249 10.39735 3.534428 2.16289 35.03569 8.877712 2.999023 51.39705 25.29474 7.715397 2.751393 2.926622 -6.191702 34.35557 1.756976 20.75719 58.33646 25.89271 4.016634 3.45443 -2.545314 -1.861133 5.090853 3.836721 2.213104 1.117798 -5.42725 6.271833 0.9991016 4.035 4.023762 19.92676 8.55938 1.963762 0.5620604
556 1.912566 46.50248 -1.323327 90.08582 -3.412707 -1.72678 89.15684 50.01371 -0.6636794 18.38115 5.078067 4.7552 10.39732 3.534416 2.162736 35.03493 8.878538 2.999164 51.39732 25.29469 7.71532 2.751275 2.92718 -6.191814 34.3551 1.756785 20.75734 58.33887 25.89227 4.016207 3.455781 -2.54619 -1.861146 5.090886 3.836671 2.213027 1.117876 -5.426567 6.271784 0.9989784 4.035174 4.023839 19.92636 8.558694 1.964172 0.5618948
557 1.912094 46.50187 -1.323135 90.08634 -3.412555 -1.726738 89.1583 50.01327 -0.6637033 18.38024 5.078154 4.755165 10.39727 3.534414 2.162561 35.03429 8.879575 2.999308 51.39756 25.29461 7.715243 2.751148 2.927758 -6.191916 34.35466 1.756616 20.75763 58.34081 25.89176 4.015795 3.457059 -2.547021 -1.861156 5.090905 3.836613 2.212945 1.117958 -5.425704 6.271713 0.9988528 4.035401 4.023985 19.92593 8.558048 1.964616 0.5617387
558 1.911882 46.50166 -1.322942 90.08685 -3.41245 -1.726713 89.1593 50.01307 -0.6637174 18.3791 5.078289 4.755121 10.3972 3.534421 2.162364 35.03378 8.880863 2.999456 51.39778 25.2945 7.715169 2.751012 2.928359 -6.192009 34.35429 1.756478 20.75805 58.34229 25.89118 4.015407 3.458345 -2.547818 -1.861165 5.090914 3.83655 2.212857 1.118045 -5.424654 6.271643 0.9987307 4.035685 4.024161 19.92547 8.557451 1.965127 0.5615898
559 1.911813 46.50191 -1.322751 90.08739 -3.412397 -1.726696 89.15985 50.01316 -0.6637276 18.37783 5.078471 4.755049 10.39713 3.534436 2.162143 35.03333 8.882444 2.999607 51.39804 25.29437 7.715105 2.75087 2.928988 -6.192094 34.35402 1.756381 20.75859 58.34326 25.89053 4.015047 3.459723 -2.548603 -1.861176 5.090913 3.836485 2.212765 1.118139 -5.423415 6.271606 0.9986171 4.036026 4.024312 19.92497 8.556908 1.965731 0.5614411
560 1.91186 46.50269 -1.322562 90.08804 -3.412389 -1.726681 89.15991 50.01358 -0.663735 18.37641 5.078699 4.754927 10.39705 3.534457 2.161895 35.03294 8.884391 2.999763 51.39833 25.29426 7.715051 2.750721 2.929644 -6.19217 34.3539 1.75633 20.75927 58.34365 25.88978 4.014724 3.461256 -2.549388 -1.861189 5.090907 3.836419 2.212669 1.11824 -5.421957 6.271634 0.9985175 4.03643 4.024426 19.92439 8.556422 1.966442 0.5612866
561 1.912186 46.50399 -1.322379 90.08883 -3.412405 -1.726658 89.15951 50.01436 -0.6637473 18.37476 5.078968 4.754733 10.39697 3.534479 2.161628 35.03263 8.886729 2.999922 51.3987 25.29419 7.715013 2.750566 2.930327 -6.192253 34.35398 1.756324 20.76008 58.34343 25.88893 4.014445 3.462966 -2.550161 -1.861207 5.0909 3.836358 2.212571 1.118346 -5.420276 6.271752 0.9984344 4.036894 4.024529 19.92374 8.555999 1.967258 0.5611287
562 1.91289 46.50579 -1.322205 90.08984 -3.412416 -1.726618 89.15868 50.01551 -0.6637654 18.37275 5.079268 4.754456 10.3969 3.534499 2.161347 35.0324 8.889445 3.000083 51.39918 25.29419 7.715 2.750405 2.931039 -6.192363 34.35427 1.756355 20.76103 58.34264 25.88797 4.014212 3.464876 -2.550907 -1.861231 5.090897 3.836307 2.212472 1.118456 -5.418393 6.27197 0.998365 4.037416 4.024625 19.92301 8.555633 1.968183 0.5609741
563 1.913893 46.50802 -1.322043 90.09116 -3.412405 -1.726557 89.15744 50.01704 -0.6637895 18.37043 5.079589 4.754092 10.39685 3.534516 2.161053 35.03218 8.892506 3.000244 51.3998 25.29428 7.715018 2.75024 2.931777 -6.192507 34.35479 1.75642 20.76215 58.34126 25.88686 4.014015 3.467046 -2.551642 -1.861261 5.090902 3.836268 2.212371 1.118569 -5.416331 6.272289 0.9983084 4.037992 4.02468 19.92216 8.555305 1.969237 0.5608193
564 1.914938 46.51061 -1.321896 90.09277 -3.412365 -1.726475 89.15578 50.01897 -0.6638196 18.36807 5.079922 4.753643 10.39681 3.534529 2.160741 35.03183 8.895865 3.000401 51.40059 25.29448 7.715064 2.750072 2.932537 -6.192677 34.35554 1.756516 20.76342 58.33935 25.88554 4.013844 3.469519 -2.552378 -1.861301 5.090919 3.836242 2.212268 1.11868 -5.414123 6.2727 0.998265 4.038618 4.024611 19.92116 8.554994 1.970428 0.5606598
565 1.916031 46.51346 -1.321762 90.09469 -3.4123 -1.726375 89.15385 50.02127 -0.6638524 18.36579 5.080259 4.753115 10.39678 3.534542 2.160416 35.03131 8.899477 3.000554 51.40152 25.29478 7.715132 2.749901 2.933306 -6.192873 34.35652 1.75664 20.76485 58.33705 25.884 4.013689 3.472317 -2.553113 -1.861349 5.090947 3.836226 2.212164 1.118788 -5.411797 6.273194 0.998234 4.039287 4.0244 19.92002 8.554679 1.971745 0.5604971
566 1.917238 46.51647 -1.321634 90.09688 -3.41222 -1.72626 89.15189 50.02391 -0.6638818 18.36348 5.08059 4.752519 10.39675 3.534556 2.160094 35.03071 8.903289 3.000701 51.40261 25.2952 7.715217 2.749729 2.934075 -6.193094 34.3577 1.756787 20.76643 58.33456 25.88232 4.013544 3.475403 -2.553832 -1.861405 5.090987 3.836217 2.212059 1.118888 -5.40938 6.273757 0.9982131 4.039993 4.024087 19.91879 8.554358 1.973156 0.5603387
567 1.918521 46.51957 -1.321505 90.09929 -3.412138 -1.726138 89.15009 50.02689 -0.6639014 18.36101 5.080913 4.751866 10.39672 3.534571 2.159786 35.03015 8.907237 3.000844 51.40382 25.29572 7.715313 2.749562 2.934829 -6.193333 34.35905 1.756954 20.76814 58.33206 25.88058 4.013407 3.478681 -2.554538 -1.86147 5.091037 3.836213 2.211955 1.11898 -5.406914 6.274374 0.998201 4.040728 4.023751 19.91758 8.554042 1.974617 0.5601875
568 1.919666 46.52269 -1.321367 90.10185 -3.412059 -1.726014 89.14862 50.03017 -0.6639105 18.35848 5.081227 4.751171 10.39668 3.534588 2.159496 35.02972 8.911253 3.000978 51.40513 25.29631 7.715413 2.749401 2.935552 -6.193574 34.36055 1.75714 20.76999 58.32973 25.8789 4.013282 3.482033 -2.555233 -1.861542 5.091096 3.83621 2.211854 1.119059 -5.404444 6.275032 0.9981984 4.041482 4.023417 19.91644 8.553746 1.976086 0.5600448
569 1.920621 46.52576 -1.321213 90.10449 -3.411987 -1.725896 89.14765 50.03376 -0.6639093 18.35611 5.08153 4.750443 10.39663 3.534606 2.159228 35.02946 8.915284 3.001103 51.4065 25.29696 7.71551 2.749251 2.936231 -6.193801 34.36218 1.757343 20.77196 58.32775 25.87736 4.013176 3.485382 -2.555917 -1.861621 5.091162 3.836209 2.211758 1.119123 -5.401999 6.275719 0.9982054 4.04225 4.023077 19.91546 8.553495 1.977534 0.5599112
570 1.921537 46.52877 -1.321033 90.10712 -3.411926 -1.725793 89.14738 50.03763 -0.6639025 18.35385 5.081819 4.7497 10.39658 3.534625 2.158988 35.02945 8.919286 3.001218 51.40789 25.29763 7.715601 2.749115 2.936851 -6.194001 34.36393 1.757562 20.77406 58.32626 25.87605 4.013101 3.488658 -2.556588 -1.861703 5.09123 3.836206 2.21167 1.119171 -5.399601 6.276421 0.9982216 4.043022 4.022754 19.91469 8.553314 1.978928 0.5597874
571 1.92249 46.53168 -1.320826 90.10966 -3.411882 -1.725711 89.14787 50.04176 -0.6638949 18.35145 5.082096 4.748955 10.39651 3.534643 2.15879 35.02981 8.92321 3.001322 51.40927 25.29829 7.715682 2.748995 2.937397 -6.19416 34.36576 1.757798 20.77627 58.32531 25.87506 4.013063 3.491784 -2.55724 -1.861786 5.0913 3.836202 2.211591 1.119198 -5.39728 6.277126 0.9982475 4.043789 4.02252 19.91418 8.553223 1.980236 0.5596766
572 1.923394 46.53452 -1.32059 90.11201 -3.411863 -1.725657 89.14912 50.04612 -0.6638898 18.34878 5.082368 4.748219 10.39642 3.534662 2.15864 35.03061 8.927024 3.001417 51.41057 25.29891 7.715747 2.748894 2.937853 -6.194266 34.36768 1.758051 20.77857 58.3249 25.87445 4.013063 3.494656 -2.55786 -1.861869 5.091367 3.836196 2.211524 1.119203 -5.39505 6.277823 0.9982846 4.044543 4.022438 19.91395 8.553227 1.981429 0.5595838
573 1.924189 46.53731 -1.320322 90.11409 -3.411877 -1.725636 89.15103 50.05072 -0.6638883 18.34607 5.082638 4.747511 10.39632 3.534682 2.158537 35.03176 8.930711 3.001504 51.41177 25.29947 7.715791 2.748812 2.938206 -6.194312 34.36966 1.758321 20.78094 58.32501 25.87422 4.013098 3.497218 -2.558429 -1.861948 5.091428 3.836187 2.21147 1.119183 -5.392912 6.278505 0.9983338 4.045276 4.022479 19.91397 8.553321 1.982502 0.5595152
574 1.92496 46.54011 -1.320026 90.11583 -3.411923 -1.725651 89.15359 50.05548 -0.6638906 18.34348 5.082907 4.74685 10.3962 3.534706 2.158472 35.0332 8.934264 3.001581 51.41282 25.29995 7.715812 2.748752 2.938443 -6.194314 34.37172 1.758608 20.78338 58.32563 25.87435 4.013161 3.499494 -2.558944 -1.862023 5.09148 3.836176 2.211431 1.119134 -5.390859 6.279164 0.9983944 4.045978 4.02258 19.91419 8.553493 1.983479 0.5594692
575 1.925801 46.54296 -1.319705 90.11714 -3.412004 -1.725697 89.15678 50.06037 -0.6638974 18.34085 5.08318 4.746254 10.39606 3.534729 2.158444 35.0349 8.937669 3.001648 51.41371 25.30031 7.715807 2.748714 2.93855 -6.194307 34.37384 1.758908 20.78584 58.3267 25.8748 4.013249 3.501547 -2.559416 -1.862092 5.09152 3.836165 2.211408 1.119055 -5.388885 6.279796 0.9984658 4.046638 4.02275 19.91461 8.55374 1.984385 0.5594395
576 1.926646 46.54588 -1.319362 90.11795 -3.41211 -1.725771 89.16055 50.06531 -0.6639084 18.33798 5.083463 4.745735 10.3959 3.534751 2.158454 35.03693 8.940918 3.001705 51.41439 25.30053 7.715776 2.748699 2.938519 -6.194312 34.37602 1.759224 20.78829 58.32819 25.87558 4.013363 3.503368 -2.559856 -1.862153 5.091545 3.836155 2.211404 1.118947 -5.386982 6.280395 0.9985495 4.047245 4.023065 19.91519 8.554053 1.985217 0.5594203
577 1.927409 46.54892 -1.318996 90.11822 -3.412229 -1.725873 89.16469 50.07021 -0.6639196 18.33503 5.083757 4.745305 10.39572 3.53477 2.158502 35.03922 8.944011 3.001755 51.41483 25.30058 7.715715 2.748707 2.938342 -6.194351 34.37825 1.759556 20.79069 58.32998 25.87663 4.013498 3.504916 -2.560242 -1.862206 5.091551 3.836148 2.211418 1.11881 -5.38514 6.280959 0.9986464 4.047785 4.02353 19.91589 8.55442 1.985974 0.5594187
578 1.928204 46.55213 -1.318603 90.11789 -3.412333 -1.725994 89.16903 50.07502 -0.6639259 18.33231 5.084063 4.74497 10.39554 3.534784 2.158577 35.04163 8.946937 3.001796 51.41499 25.30048 7.715629 2.748739 2.938016 -6.194438 34.38049 1.759901 20.79299 58.33191 25.87786 4.013647 3.506256 -2.560558 -1.862247 5.091539 3.836145 2.211452 1.118647 -5.383361 6.281492 0.9987562 4.048248 4.024058 19.91665 8.554808 1.986695 0.5594397
579 1.92914 46.55553 -1.318179 90.11696 -3.412397 -1.726124 89.1734 50.07966 -0.6639227 18.32989 5.084383 4.744731 10.39537 3.534789 2.158664 35.04404 8.949675 3.001824 51.41486 25.3002 7.715522 2.748797 2.937544 -6.194574 34.38273 1.760258 20.79517 58.33383 25.87915 4.013799 3.507533 -2.560822 -1.862272 5.091512 3.836151 2.211507 1.118464 -5.381655 6.282 0.9988789 4.048622 4.024582 19.91738 8.555186 1.987438 0.5594729
580 1.93017 46.55907 -1.317723 90.11546 -3.412411 -1.726256 89.17747 50.08413 -0.6639068 18.32766 5.084713 4.744584 10.39521 3.534785 2.158761 35.04635 8.952189 3.001839 51.41442 25.29977 7.715402 2.748882 2.936932 -6.194718 34.38494 1.760627 20.79719 58.33547 25.88037 4.013945 3.508846 -2.561073 -1.862279 5.091471 3.836165 2.211582 1.118266 -5.380062 6.282495 0.999018 4.048896 4.025125 19.918 8.555517 1.988222 0.5595006
581 1.93114 46.56268 -1.317234 90.11338 -3.412375 -1.726385 89.18071 50.08843 -0.6638728 18.32578 5.085047 4.744515 10.39508 3.534774 2.158867 35.04838 8.954428 3.001842 51.4137 25.29918 7.715274 2.748992 2.936191 -6.194801 34.38708 1.76101 20.79902 58.33647 25.88138 4.014068 3.51017 -2.561291 -1.862266 5.091418 3.836189 2.211676 1.118059 -5.378646 6.282995 0.9991751 4.049057 4.025674 19.91842 8.555754 1.98903 0.559525
582 1.932082 46.56629 -1.316714 90.1108 -3.412296 -1.726507 89.18266 50.09254 -0.6638188 18.32448 5.085379 4.744515 10.39498 3.534757 2.158977 35.04993 8.956331 3.001837 51.41269 25.29847 7.715145 2.749127 2.935336 -6.194758 34.38906 1.761398 20.80065 58.33647 25.88204 4.014153 3.511529 -2.561442 -1.862234 5.091353 3.836219 2.211788 1.117849 -5.377476 6.283519 0.9993486 4.049098 4.026126 19.91854 8.555853 1.989873 0.5595566
583 1.933055 46.56979 -1.316171 90.10779 -3.412182 -1.726615 89.18311 50.09635 -0.6637492 18.32364 5.085701 4.74458 10.39492 3.534735 2.159079 35.05083 8.957831 3.001822 51.41141 25.29764 7.715023 2.749286 2.934388 -6.194573 34.39083 1.761784 20.80205 58.3353 25.8822 4.014185 3.513043 -2.561524 -1.862181 5.09128 3.836257 2.211915 1.117641 -5.376612 6.284071 0.9995342 4.049011 4.026387 19.91829 8.55578 1.990799 0.559593
584 1.934046 46.57307 -1.31562 90.10442 -3.412043 -1.726705 89.18188 50.09981 -0.6636699 18.32307 5.086001 4.744695 10.39489 3.534708 2.159178 35.05108 8.958868 3.001796 51.4099 25.29672 7.714918 2.749468 2.933366 -6.194234 34.39235 1.762163 20.8032 58.33286 25.88175 4.014153 3.514787 -2.561578 -1.862109 5.091199 3.836305 2.212055 1.117439 -5.376107 6.284653 0.9997305 4.04879 4.026516 19.91764 8.55552 1.991807 0.5596164
585 1.93483 46.57603 -1.315076 90.10078 -3.411892 -1.726781 89.17889 50.10286 -0.6635866 18.32287 5.086269 4.744852 10.39491 3.534679 2.15928 35.05069 8.959411 3.001762 51.40821 25.29573 7.714837 2.749669 2.932293 -6.193728 34.39354 1.762528 20.80411 58.32923 25.88066 4.014052 3.516641 -2.561593 -1.86202 5.091113 3.836362 2.212207 1.117247 -5.37598 6.285254 0.9999348 4.048436 4.026569 19.91659 8.555079 1.99284 0.5596285
586 1.935336 46.57862 -1.31456 90.09693 -3.411748 -1.726851 89.17438 50.10546 -0.6635023 18.32332 5.086502 4.745039 10.39497 3.534652 2.159388 35.04971 8.959473 3.00172 51.40635 25.29468 7.714783 2.749885 2.931189 -6.193068 34.39441 1.762869 20.80475 58.32463 25.87897 4.013892 3.518521 -2.561543 -1.861915 5.091021 3.836426 2.212365 1.117066 -5.376203 6.285856 1.000142 4.047953 4.026502 19.91521 8.554492 1.993871 0.5596417
587 1.935535 46.58077 -1.31409 90.09297 -3.411628 -1.726919 89.16889 50.10754 -0.6634183 18.32441 5.086693 4.745246 10.39505 3.534629 2.159502 35.04824 8.959074 3.001668 51.40439 25.29359 7.714756 2.750113 2.930075 -6.192297 34.39494 1.76317 20.80515 58.31945 25.87682 4.01369 3.520451 -2.561426 -1.861799 5.090923 3.836496 2.212528 1.116899 -5.376716 6.286433 1.000343 4.047342 4.026246 19.91362 8.553823 1.994916 0.5596572
588 1.93559 46.58247 -1.313683 90.08897 -3.411546 -1.726993 89.16292 50.10907 -0.6633412 18.32582 5.086839 4.745464 10.39517 3.534609 2.159633 35.04658 8.958255 3.001604 51.40235 25.2925 7.71476 2.75035 2.928969 -6.191449 34.39513 1.76343 20.80529 58.31402 25.87437 4.013472 3.522461 -2.561308 -1.861674 5.090822 3.836572 2.212694 1.116748 -5.377455 6.286958 1.000535 4.046607 4.02591 19.91193 8.553137 1.995968 0.5596532
589 1.935348 46.58369 -1.313345 90.08503 -3.411508 -1.727082 89.15682 50.11006 -0.6632733 18.32741 5.086941 4.745671 10.39531 3.534593 2.159796 35.04494 8.95706 3.001531 51.4003 25.29141 7.714797 2.750593 2.92789 -6.190528 34.395 1.763646 20.80522 58.30862 25.87183 4.013259 3.524387 -2.561198 -1.861545 5.09072 3.836654 2.21286 1.116615 -5.378364 6.287411 1.000718 4.045759 4.025614 19.91027 8.552498 1.996948 0.5596284
590 1.934758 46.5845 -1.313074 90.08124 -3.411512 -1.727197 89.15095 50.11055 -0.6632118 18.32934 5.087008 4.745852 10.39548 3.53458 2.160004 35.04345 8.955554 3.001453 51.39828 25.29035 7.714865 2.750837 2.926858 -6.189536 34.39457 1.763816 20.80492 58.30354 25.86938 4.013073 3.526101 -2.561068 -1.861415 5.090618 3.836742 2.213023 1.116502 -5.379382 6.287782 1.000887 4.044809 4.025364 19.90873 8.551952 1.99782 0.5595992
591 1.933722 46.58498 -1.312868 90.07766 -3.411548 -1.727345 89.14572 50.11058 -0.6631559 18.33176 5.087048 4.745995 10.39566 3.534571 2.160249 35.04206 8.953795 3.001372 51.39635 25.28934 7.714962 2.751079 2.925885 -6.188498 34.39388 1.763931 20.80443 58.29908 25.86711 4.012923 3.527586 -2.560892 -1.861289 5.090518 3.836835 2.213182 1.116412 -5.380454 6.288065 1.001035 4.043772 4.025021 19.90736 8.551517 1.998603 0.5595765
592 1.932525 46.58518 -1.312723 90.07439 -3.411597 -1.727524 89.14133 50.11023 -0.6631121 18.33444 5.087065 4.746085 10.39587 3.534561 2.160533 35.04086 8.951829 3.001282 51.39454 25.2884 7.715091 2.751316 2.924985 -6.187427 34.39301 1.763996 20.80377 58.29532 25.86508 4.012813 3.528934 -2.560731 -1.861169 5.090425 3.836935 2.213335 1.116344 -5.381549 6.288261 1.001164 4.042665 4.024626 19.90619 8.551199 1.999321 0.5595395
593 1.93117 46.58521 -1.31263 90.07149 -3.411639 -1.727739 89.13776 50.10959 -0.6630846 18.33695 5.08707 4.746109 10.39611 3.534549 2.160868 35.03993 8.949697 3.001187 51.3929 25.28757 7.715249 2.751545 2.924166 -6.186322 34.392 1.764014 20.80299 58.29229 25.86337 4.012744 3.53002 -2.560587 -1.861058 5.090341 3.837042 2.21348 1.116299 -5.382649 6.288372 1.001273 4.041507 4.024311 19.90524 8.551002 1.99991 0.5594859
594 1.929691 46.58515 -1.312579 90.06901 -3.411663 -1.727993 89.1349 50.10875 -0.6630715 18.33929 5.087075 4.746061 10.39636 3.534537 2.161263 35.03936 8.947446 3.001096 51.39147 25.28686 7.715434 2.751762 2.923434 -6.185175 34.39092 1.763986 20.8021 58.2899 25.86204 4.012714 3.53074 -2.560405 -1.860957 5.090271 3.837154 2.213616 1.116274 -5.383736 6.2884 1.001361 4.040319 4.024148 19.90454 8.550916 2.000339 0.5594384
595 1.927987 46.58516 -1.312557 90.06699 -3.411663 -1.728283 89.13277 50.10779 -0.6630706 18.34194 5.087092 4.745941 10.39663 3.534528 2.161694 35.03894 8.94512 3.001009 51.39025 25.28629 7.715641 2.751963 2.92279 -6.184006 34.38982 1.763909 20.80114 58.28813 25.86104 4.012715 3.531107 -2.560133 -1.860868 5.090215 3.837269 2.21374 1.116267 -5.384792 6.288349 1.001424 4.039124 4.023947 19.90403 8.550918 2.000649 0.5594168
596 1.926297 46.58534 -1.312555 90.06544 -3.411647 -1.7286 89.13137 50.1068 -0.6630851 18.34513 5.087126 4.745756 10.39689 3.534523 2.162141 35.03856 8.942748 3.000921 51.38928 25.28586 7.715864 2.752146 2.922234 -6.18284 34.38879 1.763791 20.80015 58.28691 25.8603 4.012738 3.531331 -2.559829 -1.860793 5.090172 3.837384 2.21385 1.116275 -5.385816 6.288232 1.001465 4.037939 4.023608 19.90367 8.550984 2.000924 0.5593982
597 1.924773 46.58576 -1.312566 90.06438 -3.411624 -1.728933 89.13053 50.1059 -0.6631174 18.3483 5.087185 4.745512 10.39715 3.534521 2.162597 35.03824 8.940345 3.000831 51.38856 25.2856 7.716099 2.752309 2.921765 -6.181691 34.38789 1.763644 20.79918 58.28614 25.85979 4.012781 3.531443 -2.559543 -1.860731 5.090143 3.837497 2.213945 1.116294 -5.386825 6.288063 1.001487 4.036782 4.023232 19.90343 8.551102 2.001143 0.55936
598 1.923442 46.58647 -1.312579 90.0638 -3.4116 -1.729278 89.13008 50.10512 -0.6631647 18.35091 5.087277 4.745222 10.3974 3.534522 2.16308 35.03812 8.937925 3.000748 51.38809 25.28549 7.716343 2.752451 2.921379 -6.180573 34.38716 1.763472 20.79823 58.28568 25.85953 4.012839 3.531343 -2.559245 -1.860684 5.090127 3.837606 2.214026 1.116322 -5.387833 6.287848 1.00149 4.035666 4.023002 19.90331 8.551256 2.001258 0.5593151
599 1.922283 46.58751 -1.312586 90.0637 -3.411578 -1.729628 89.12971 50.10447 -0.6632199 18.35322 5.087406 4.744899 10.39763 3.534528 2.16358 35.03811 8.935498 3.000676 51.38787 25.28554 7.716591 2.752572 2.921072 -6.179508 34.38661 1.763272 20.79731 58.28532 25.85946 4.012904 3.530975 -2.558864 -1.860653 5.09012 3.837708 2.214092 1.116355 -5.388855 6.2876 1.001471 4.0346 4.022881 19.90326 8.551418 2.001277 0.5592943
600 1.921217 46.58887 -1.312582 90.0639 -3.411548 -1.730004 89.12968 50.10392 -0.6632816 18.35567 5.087592 4.744566 10.39786 3.534537 2.164118 35.03823 8.933047 3.000612 51.38779 25.28569 7.716851 2.752687 2.920818 -6.178484 34.38621 1.763058 20.79642 58.28512 25.85959 4.012976 3.53051 -2.558441 -1.860628 5.090126 3.837811 2.214153 1.116393 -5.389915 6.287336 1.001439 4.033567 4.022762 19.90332 8.551591 2.001294 0.5592892
601 1.920279 46.59059 -1.312578 90.06433 -3.411508 -1.730399 89.13 50.1035 -0.6633516 18.35837 5.087818 4.744237 10.3981 3.534544 2.164677 35.03837 8.930571 3.000555 51.38783 25.28594 7.717118 2.752795 2.920599 -6.177491 34.38597 1.762828 20.79556 58.28515 25.85983 4.013051 3.530068 -2.558038 -1.86061 5.090144 3.837914 2.214208 1.116434 -5.391029 6.287087 1.001392 4.032558 4.022593 19.90341 8.551765 2.001345 0.5592828
602 1.91949 46.59279 -1.312565 90.06507 -3.411473 -1.730783 89.13036 50.10342 -0.6634247 18.3612 5.088082 4.743915 10.39831 3.534552 2.1652 35.03833 8.928107 3.000499 51.38802 25.2863 7.71738 2.752888 2.920431 -6.176574 34.38605 1.762578 20.7948 58.28522 25.86004 4.013113 3.529711 -2.557656 -1.860601 5.090168 3.83801 2.214254 1.116476 -5.392198 6.286874 1.00133 4.031595 4.022326 19.90343 8.551908 2.001426 0.5592649
603 1.919007 46.59533 -1.312538 90.06615 -3.411444 -1.731145 89.13048 50.10367 -0.6635075 18.36378 5.088374 4.743605 10.3985 3.53456 2.16569 35.03811 8.925578 3.000438 51.3884 25.28677 7.717637 2.752966 2.920322 -6.175774 34.38645 1.762307 20.7942 58.28513 25.86015 4.013149 3.529409 -2.557286 -1.860603 5.090199 3.838097 2.21429 1.116518 -5.393491 6.286687 1.001253 4.030684 4.022046 19.90335 8.551991 2.00151 0.5592356
